RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2000ApJ...529..745F,Ferrarese et al.2000,W(VI),31.1,0.07,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
2001ApJ...548..564W,Willick & Batra 2001,VI,30.88,0.06,,,3,50,False,LMC,1,2001,2026,"Key Project HST V,I photometry is refitted with fixed OGLE-LMC PL relations. The reported uncertainty is random and includes PL scatter plus reddening coupling; no metallicity term is used.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.85,0.05,,,1,47,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.99,0.05,,,1,47,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
2002A&A...383..398P,Paturel et al. 2002,W(VI),31.08,0.07,,,3,-1,False,GC,1,2002,2026,"Preferred near-solar-metallicity solution. Vlim variations shift mu by +0.15/-0.08 mag. Table 6 lists 64 sosie matches, but the number of distinct Cepheids is not unambiguous.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.87,0.07,,,1,64,False,GC,1,2002,2026,Present-paper HIPPARCOS PL solution. No numerical metallicity correction is applied; the galaxy lies within the authors' accepted Sa-Scd range.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.856,0.053,,,1,47,False,LMC,1,2003,2026,Maximum-light LMC PL solution. It is 0.018 mag shorter than the representative mean-light value.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.874,0.053,,,1,47,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.969,0.054,,,1,47,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected without metallicity adjustment.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.014,0.053,,,1,47,True,LMC,1,2003,2026,LMC mean-light solution with a +0.140 mag metallicity correction; the random error remains unchanged.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.035,0.054,,,1,47,True,GC,1,2003,2026,FSG03 Galactic result with a +0.066 mag metallicity correction. Corrected LMC and GC solutions agree closely.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),31.25,0.04,0.08,0.0894427190999915,2,42,True,GC+LMC,1,2006,2026,Final period-dependent metallicity-corrected result. Corrections of +0.10 and +0.34 mag reconcile the uncorrected GC and LMC moduli of 31.15 and 30.90 mag.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
