RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
1996ApJS..107..693S,Saha et al. 1996,W(VI),31.03,0.14,,,3,45,False,LMC,1,1996,2026,"HST/WFPC2 used 17 F555W and 4 F814W epochs. Although 95 bona fide Cepheids were catalogued, the adopted modulus uses 45 with logP>1.25, 0.60<(V-I)<1.10 and Q>=4. A +0.05 mag long/short-exposure correction was applied. No metallicity correction; aperture and zero-point systematics were discussed but not separately quantified.",Quintero-Salazar et al.2026,1996-12-00,2450418.5
2000ApJ...529..723G,Gibson et al. 2000,W(VI),30.99,0.07,0.16,0.1746424919657298,2,44,False,LMC,1,2000,2026,"Alternative Key Project fit to the original Saha et al. photometry, using the article's stated 44-Cepheid P>18 d sample. This shorter cutoff is more susceptible to incompleteness than the preferred P>25 d fit.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
2000ApJ...529..723G,Gibson et al. 2000,W(VI),31.02,0.07,0.16,0.1746424919657298,2,51,False,LMC,1,2000,2026,"Final ALLFRAME+TRIAL solution from 51 of 94 Cepheids with P>25 d, selected to reduce incompleteness bias. It agrees with the earlier Saha et al. distance; no metallicity correction enters the tabulated modulus.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
2000ApJ...529..745F,Ferrarese et al.2000,W(VI),31.02,0.07,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
2000ApJ...530L...5G,Gibson et al. 2000,W(VI),30.949,0.043,,,1,45,False,LMC,1,2000,2026,"WFC-only true modulus from 45 Cepheids. The PC-WFC difference is +0.031+/-0.113 mag, consistent with zero and smaller than the +0.11 mag severe-blending prediction. No metallicity correction was applied.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
2000ApJ...530L...5G,Gibson et al. 2000,W(VI),30.98,0.104,,,1,6,False,LMC,1,2000,2026,"PC-only true modulus from six Cepheids, calculated as part of the blending test. It is not the paper's adopted global distance to NGC 4496A. The quoted uncertainty is internal and no systematic term is tabulated.",Quintero-Salazar et al.2026,2000-02-00,2451575.5
2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),30.75,0.067,,,3,51,False,LMC,1,2001,2026,Uncorrected re-fit of 51 previously selected Cepheids using the Stetson WFPC2 zero point and Udalski OGLE-LMC PL relations. The listed uncertainty is the internal R_PL term; systematic components are discussed but not assigned individually.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),30.804,0.067,,,3,51,True,LMC,1,2001,2026,"Metallicity-corrected result for the same 51 Cepheids, adopting gamma_VI=-0.2 mag dex^-1. The correction is only +0.054 mag because of the adopted field abundance; the internal R_PL uncertainty remains unchanged.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...548..564W,Willick & Batra 2001,VI,30.8,0.05,,,3,94,False,LMC,1,2001,2026,The largest sample among these hosts gives a small random error. Sandage/Saha HST data reanalyzed by the Key Project are fitted with OGLE-LMC slopes. LMC zero-point systematics are excluded.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...549..721M,Macri et al.2001,H,31.12,0.07,,,1,7,True,LMC,1,2001,2026,They use the H band data.,Quintero-Salazar et al.2026,2001-03-00,2451969.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.81,0.03,,,1,94,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.86,0.03,,,1,94,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
2002A&A...383..398P,Paturel et al. 2002,W(VI),31.03,0.04,,,3,-1,False,GC,1,2002,2026,"Not flagged as a preferred near-solar solution. Despite the small internal error, lowering Vlim by 0.5 mag shifts mu by +0.42 mag. The 280 sosie matches are not distinct Cepheids.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.81,0.03,,,1,280,False,GC,1,2002,2026,HIPPARCOS-calibrated PL result with a small internal error and weak sensitivity to the limiting-magnitude test.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.833,0.043,,,1,45,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. Includes the +0.05 mag STS CTE correction but no metallicity correction.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.84,0.044,,,1,45,False,LMC,1,2003,2026,Maximum-light LMC PL solution. CTE corrected and consistent with the corresponding mean-light result.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.887,0.043,,,1,45,True,LMC,1,2003,2026,LMC solution with a +0.054 mag metallicity correction. The same random error is retained.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.906,0.043,,,1,45,True,GC,1,2003,2026,FSG03 Galactic solution with a -0.020 mag metallicity correction. Metallicity systematics are excluded from e_R.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.926,0.043,,,1,45,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. Includes the STS CTE correction; no metallicity adjustment.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),31.18,0.05,0.08,0.094339811320566,2,39,True,GC+LMC,1,2006,2026,Revised SN Ia-host modulus. The uncorrected GC/LMC values are 31.24/30.99 mag. Formal negative absorption is retained statistically; forcing it to zero would lower the final modulus by 0.07 mag.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
