RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2000ApJ...529..723G,Gibson et al. 2000,W(VI),31.41,0.1,0.16,0.188679622641132,2,-1,False,LMC,1,2000,2026,"Values based on Turner et al. (1998).They apply metallicity correction but just for Ho, not modulus",Quintero-Salazar et al.2026,2000-02-00,2451575.5
2000ApJ...529..745F,Ferrarese et al.2000,W(VI),31.41,0.1,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),31.154,0.105,,,3,9,False,LMC,1,2001,2026,Uncorrected re-fit of nine previously selected Cepheids on the Stetson and Udalski OGLE-LMC calibration. The value is referenced to mu_LMC=18.45; only the internal random R_PL uncertainty is listed.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...547L.103G,Gibson & Stetson 2001,W(VI),31.294,0.105,,,3,9,True,LMC,1,2001,2026,"Metallicity-corrected result for the same nine Cepheids, using gamma_VI=-0.2 mag dex^-1 and the adopted field abundance. The +0.140 mag correction does not alter the reported internal random uncertainty.",Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...548..564W,Willick & Batra 2001,VI,31.17,0.13,,,3,11,False,LMC,1,2001,2026,The relatively large random uncertainty reflects the small 11-Cepheid sample and reddening-error propagation. The shared LMC zero-point systematic is not included in the tabulated modulus error.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),31.1,0.05,,,1,8,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),31.24,0.05,,,1,8,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
2002A&A...383..398P,Paturel et al. 2002,W(VI),31.62,0.09,,,3,-1,False,GC,1,2002,2026,Not flagged as a secure near-solar solution. Lowering Vlim by 0.5 mag increases mu by 0.78 mag; only 18 sosie matches are listed. The unique-Cepheid sample size is unclear.,Quintero-Salazar et al.2026,2002-02-00,2452306.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),31.27,0.05,,,1,18,False,GC,1,2002,2026,HIPPARCOS-calibrated result with internal error. It changes by +0.13/-0.06 mag when the adopted limiting magnitude is shifted by -/+0.5 mag.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.099,0.044,,,1,8,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. CTE corrected but not metallicity corrected; random error only.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.099,0.042,,,1,8,False,LMC,1,2003,2026,"Maximum-light LMC PL solution. It agrees exactly, to the quoted precision, with the mean-light LMC result.",Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.204,0.052,,,1,8,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.239,0.044,,,1,8,True,LMC,1,2003,2026,LMC mean-light solution with a +0.140 mag metallicity correction. The small Cepheid sample should be considered.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),31.27,0.052,,,1,8,True,GC,1,2003,2026,FSG03 Galactic solution with a +0.066 mag metallicity correction; its systematic uncertainty is excluded.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),31.65,0.17,0.08,0.1878829422805593,2,10,True,GC+LMC,1,2006,2026,Final metallicity-corrected modulus from only 10 retained Cepheids. The uncorrected GC/LMC values are 31.55/31.29 mag; the comparatively large random error reflects the small and scattered sample.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
