RefCode,Citation,Band,mu_0,e_R,e_S,e_T,Category,Ncef,Zcorr,zeroP,Rank,Year,Date,Comments,Author,ADS_date,JD
2000ApJ...529..745F,Ferrarese et al.2000,W(VI),30.57,0.08,,,1,-1,False,LMC,1,2000,2026,They calculate gamma.,Quintero-Salazar et al.2026,2000-02-00,2451575.5
2001ApJ...548..564W,Willick & Batra 2001,VI,30.37,0.1,,,3,20,False,LMC,1,2001,2026,The random error is enlarged by the modest Cepheid sample and propagation of the reddening estimate. The modulus assumes mu_LMC=18.50 mag and excludes the common zero-point systematic.,Quintero-Salazar et al.2026,2001-02-00,2451941.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.38,0.06,,,1,15,False,LMC,1,2001,2026,Final period-cut Wesenheit fit before abundance correction. e_R is the random PL-fit error only; N_cef is the post-cut sample.,Quintero-Salazar et al.2026,2001-05-00,2452030.5
2001ApJ...553...47F,Freedman et al.2001,W(VI),30.46,0.06,,,1,15,True,LMC,1,2001,2026,"Table 4 mu_Z, using gamma=-0.2 mag dex^-1 relative to the LMC. Metallicity uncertainty is systematic and excluded from e_R.",Quintero-Salazar et al.2026,2001-05-00,2452030.5
2002A&A...383..398P,Paturel et al. 2002,W(VI),30.53,0.11,,,3,-1,False,GC,1,2002,2026,"Preferred near-solar-metallicity solution and nearly insensitive to Vlim (-0.01/-0.04 mag). Table 6 gives 53 sosie matches, not a verified number of unique Cepheids.",Quintero-Salazar et al.2026,2002-02-00,2452306.5
2002A&A...389...19P,"Paturel, G. et al.2002",W(VI),30.44,0.06,,,1,53,False,GC,1,2002,2026,Present-paper HIPPARCOS-calibrated PL solution. The internal uncertainty excludes the separately evaluated calibration and PL-slope terms.,Quintero-Salazar et al.2026,2002-07-00,2452456.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.388,0.066,,,1,15,False,LMC,1,2003,2026,Maximum-light LMC PL solution. It is nearly identical to the corresponding mean-light result.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.393,0.067,,,1,15,False,LMC,1,2003,2026,Representative mean-light OGLE LMC solution. CTE corrected but not metallicity corrected.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.477,0.067,,,1,15,True,LMC,1,2003,2026,LMC solution with a +0.084 mag metallicity correction. The random error is inherited from the uncorrected fit.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.49,0.066,,,1,15,False,GC,1,2003,2026,Representative FSG03 Galactic mean-light solution. CTE corrected and uncorrected for metallicity.,Quintero-Salazar et al.2026,2003-12-00,2452974.5
2003A&A...411..361K,"Kanbur, S. M. et al.2003",W(VI),30.5,0.066,,,1,15,True,GC,1,2003,2026,"FSG03 Galactic solution with a +0.010 mag metallicity correction, negligible relative to e_R.",Quintero-Salazar et al.2026,2003-12-00,2452974.5
2006ApJS..165..108S,Saha et al.2006,W(VI),30.65,0.06,0.08,0.1,2,19,True,GC+LMC,1,2006,2026,Final metallicity-corrected modulus. Period-dependent corrections of +0.02 and +0.24 mag reconcile the uncorrected GC/LMC distances of 30.63/30.41 mag.,Quintero-Salazar et al.2026,2006-07-00,2453917.5
